DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes,__source_csv
El Progresso,3937 W 31St St,CHICAGO,IL,60623.0,2025-04-17,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: -204.112(B) OBSERVED MISSING THERMOMETERS INSIDE COOLING UNIT CONTAINING MILK, EGGS, SOURCREAM, BOTH WALK IN COOLERS CONTAINING TCS FOODS. INSTRUCTED TO PROVIDE. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-601.11 OBSERVED WORKING INGREDIENTS (BREADING, SEASONINGS, HERBS ) STORED IN MEAT AND REAR PREP WITHOUT LABELS. INSTRUCTED TO PROVIDE COMMON NAME | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: 4-901.12 OBSERVED SOILED WIPING CLOTHS STORED IMPROPERLY THROUGHOUT PREP AREAS ON PREP TABLES. INSTRUCTED TO STORE INSIDE SANITIZER BUCKET WITH SANITIZING SOLUTION AT @ LEAST 50PPM. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-102.11 OBSERVED GROCERY STORE BAGS USED TO STORE CARNITAS, TAMALES, CHICKEN, BEEF, DELI MEAT. INSTRUCTED TO RSTORE FOOD ITEMS IN FOOD GRADE BAGS/ STORAGE CONTAINERS ONLY | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 6-501.19 OBSERVED TOILETROOM DOOR NOT SELF CLOSING. INSTRUCTED TO PROVIDE | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED NO FOOD HANDLER CERTIFICATES ON SITE FOR REVIEW DURING TIME OF INSPECTION. INSTRUCTED TO PROVIDE.",41.8367884830205,-87.7233568547893,EL PROGRESSO,3937 W 31ST ST,True,False,True,POINT (-87.7233568547893 41.8367884830205),29.0,SOUTH LAWNDALE,127998297.867,30.0,30.0,49904.0452102,,,,,
Division Quick Mart,5652 W Division St,CHICAGO,IL,60651.0,2025-04-17,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED DIRTY FLOORS THROUGHOUT THE FACILITY. INSTRUCTED TO CLEAN AND MAINTAIN.",41.902221624326,-87.7677718454794,DIVISION QUICK MART,5652 W DIVISION ST,True,False,False,POINT (-87.7677718454794 41.902221624326),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
Supermercado La Tortilla,5915-5919 S Western Ave,CHICAGO,IL,60636.0,2025-04-17,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12 : MUST REPAIR OR REPLACE WORN/DEEP GROOVE CUTTING BOARDS IN DELI/MEAT & HOT FOOD PREP AREAS TO BE IN GOOD REPAIR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: : 6-201.13 : MUST REPAIR OR REPLACE STAINED CEILING TILES IN REAR STORAGE AREA OFF OF DELI/MEAT DEPT.",41.7860640549239,-87.6836735423631,SUPERMERCADO LA TORTILLA,59155919 S WESTERN AVE,True,False,True,POINT (-87.6836735423631 41.7860640549239),65.0,CHICAGO LAWN,98279465.1151,66.0,66.0,40073.0998382,,,,,
7 Seas Food & Meat Mart #3 Inc,6501 S Cottage Grove Ave,CHICAGO,IL,60637.0,2025-04-17,Pass,,41.7766888361163,-87.6057003492933,7 SEAS FOOD MEAT MART 3 INC,6501 S COTTAGE GROVE AVE,True,False,False,POINT (-87.6057003492933 41.7766888361163),41.0,WOODLAWN,57815179.512,42.0,42.0,46936.9592443,,,,,
Red Apple Food & Liquor Inc,317 E 51St St,CHICAGO,IL,60615.0,2025-04-17,Pass,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN AND SANITIZE THE BAND SAW AND MEAT GRINDER TO REMOVE FOOD DEBRIS.,41.8019546465485,-87.6186829574225,RED APPLE FOOD LIQUOR INC,317 E 51ST ST,True,False,False,POINT (-87.6186829574225 41.8019546465485),39.0,WASHINGTON PARK,42373881.4842,40.0,40.0,28175.3160866,,,,,
Green Line Food Mart,7701 S Racine Ave,CHICAGO,IL,60620.0,2025-04-17,Fail,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 : MUST APPLY A SEALANT ON RAW WOOD REAR STORAGE SHELVING UNIT.MUST ELIMINATE CARDBOARD FROM SHELVING UNIT IN 3- DOOR PREP COOLER. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments:  PREVIOUS PRIORITY FOUNDATION VIOLATIONS FROM REPORT #2615520 4/10/25 NOT CORRECTED- #10-6-301.13 : #47- 4-101.19 : MUST REMOVE CARDBOARD FROM SHELVING UNITS IN WALK IN COOLER.MUST ELIMINATE CRATES USED FOR FOOD STORAGE AND PROVIDE ADEQUATE SHELVING UNITS.MUST REMOVE RUST FROM WALK IN COOLER SHELVING UNITS.#49-4-601.11(C) : MUST CLEAN WALK IN COOLER SLEEVES, SHELVING UNITS,FRYER CABINETS.#55- 6-501.13 : MUST CLEAN DEBRIS BUILD UP FROM FLOOR UNDER,AROUND,ALONG WALL BASES INCLUDING WALK IN COOLER.#55-6-201.11 : MUST CLEAN DIRT BUILD UP AND FOOD SPLATTER FROM WALLS THROUGHOUT PREMISES INCLUDING WALK IN COOLER WALLS AND CEILINGS. #56-6-501.14 : MUST CLEAN DEBRIS BUILD UP FROM HOOD.(PRIORITY 7-42-090)(CITATION ISSUED)",41.7540479040719,-87.6536852177273,GREEN LINE FOOD MART,7701 S RACINE AVE,True,False,True,POINT (-87.6536852177273 41.7540479040719),70.0,AUBURN GRESHAM,105065353.602,71.0,71.0,46757.7217161,,,,,
Los Cuates Mercado,4531-4535 W Marquette Rd,CHICAGO,IL,60629.0,2025-04-16,Out Of Business,,41.7711072684816,-87.7359157141494,LOS CUATES MERCADO,45314535 W MARQUETTE RD,True,False,False,POINT (-87.7359157141494 41.7711072684816),64.0,WEST LAWN,82315301.6831,65.0,65.0,41934.4901309,,,,,
Fairplay Finer Food,2200 S Western Ave,CHICAGO,IL,60608.0,2025-04-14,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED THE FLOORS WITH ACCUMULATED FOOD DIRT AND GREASE DEBRIS BEHIND THE COOKING EQUIPMENT. INSTRUCTED TO CLEAN AND SANITIZE.",41.8519838395733,-87.6857857042053,FAIRPLAY FINER FOOD,2200 S WESTERN AVE,True,False,False,POINT (-87.6857857042053 41.8519838395733),30.0,LOWER WEST SIDE,81550723.6377,31.0,31.0,43229.3727036,,,,,
Lalich Delicatessen,4208 W Lawrence Ave,CHICAGO,IL,60630.0,2025-04-14,No Entry,,41.9682906022065,-87.7333728325857,LALICH DELICATESSEN,4208 W LAWRENCE AVE,True,False,False,POINT (-87.7333728325857 41.9682906022065),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,,
Hermosa Bodega,4100 W North Ave,CHICAGO,IL,60639.0,2025-04-14,Pass,,41.9099608832475,-87.728874960377,HERMOSA BODEGA,4100 W NORTH AVE,True,False,False,POINT (-87.728874960377 41.9099608832475),22.0,HUMBOLDT PARK,100480876.502,23.0,23.0,48583.0643299,,,,,
Harvest Food,4949 N Elston Ave,CHICAGO,IL,60630.0,2025-04-11,Out Of Business,,41.9706513987566,-87.7440612416149,HARVEST FOOD,4949 N ELSTON AVE,True,False,False,POINT (-87.7440612416149 41.9706513987566),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,,
Chi Town Food & Liquor,5002 N Pulaski Rd,CHICAGO,IL,60630.0,2025-04-11,Out Of Business,,41.9720310369443,-87.728282270549,CHI TOWN FOOD LIQUOR,5002 N PULASKI RD,True,False,False,POINT (-87.728282270549 41.9720310369443),12.0,NORTH PARK,70288706.4343,13.0,13.0,41581.9486539,,,,,
Marathon Gas,3000 W 63Rd St,CHICAGO,IL,60629.0,2025-04-11,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLUTTER IN REAR STORAGE AREA. INSTD TO ELEVATE ALL STOCK 6 INCHES AND AWAY FROM WALL. INSTD TO REMOVE ANY UNNECESSARY ITEMS AND ORGANIZE AREA",41.7791524505009,-87.6983306151684,MARATHON GAS,3000 W 63RD ST,True,False,False,POINT (-87.6983306151684 41.7791524505009),65.0,CHICAGO LAWN,98279465.1151,66.0,66.0,40073.0998382,,,,,
"Tasty Spot Food & Grill On 67, Inc.",1508 E 67Th St,CHICAGO,IL,60637.0,2025-04-09,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FOLLOWING: FRYERS AT BOTTOM AREA, EXTERIOR SURFACES OF FRYER AND GRILL, INTERIORS OF COOLERS AND FREEZERS WHERE NEEDED. MEAT COOLER STORING FRESH MEAT AND WALK-IN COOLER HAVE AN ODOR FROM THE FRESH MEAT BLOOD SPILLS; CLEAN AND MAINTAIN. CLEAN FAN COVERS INSIDE OF THE BEVERAGE WALK-IN COOLER TO REMOVE DUST OBSERVED. CLEAN EXTERIOR SURFACE OF GREASE RECEPTOR AT THREE COMP SINK TO REMOVE RUST STAINS ON TOP OF RECEPTOR. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: A CAP IS MISSING FROM THE BACK FLOW DEVICE ON TOP OF THE FAUCET AT THE UTILITY SINK; REPLACE CAP. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: THE WASHROOM DOOR IS NOT SELF CLOSING; INSTRUCTED TO PROVIDE A SELF CLOSING DEVICE AT WASHROOM DOOR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN THE FLOOR UNDER AND AROUND COOKING EQUIPMENT AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: INSTRUCTED THAT FOOD HANDLERS MUST OBTAIN THE REQUIRED FOOD HANDLER TRAINING.",41.773422815696,-87.5883368693424,TASTY SPOT FOOD GRILL ON 67 INC,1508 E 67TH ST,True,False,False,POINT (-87.5883368693424 41.773422815696),41.0,WOODLAWN,57815179.512,42.0,42.0,46936.9592443,,,,,
Fairplay Foods,4640 S Halsted St,CHICAGO,IL,60609.0,2025-04-08,Pass,"41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHES AT THE FISH DELI AREA STORED ALONG FOOD-CONTACT SURFACES OF PREP TABLES AND HANDWASHING SINK EDGES WHILE AIR DRYING. INSTRUCTED TO PROVIDE A DESIGNATED AREA FOR AIR DRYING OF WIPING CLOTHES THAT DOES NOT POSE RISK OF CONTAMINATION OF FOOD OR FOOD-CONTACT SURFACES OF EQUIPMENT AND MAINTAIN. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED SOILED LINENS (CLOTH GLOVES) ON FOOD- AND NONFOOD-CONTACT SURFACES OF EQUIPMENT THROUGHOUT THE REAR MEAT PREP WALK-IN COOLER. INSTRUCTED TO STORE SOILED LINENS IN A DESIGNATED AREA SUCH AS NONABSORBENT RECEPTACLES OR WASHABLE LAUNDRY BAGS TO PREVENT CONTAMINATION OF FOOD OR CLEAN EQUIPMENT AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED FOOD-CONTACT SURFACES OF WEIGHT SCALE COVERS IN THE REAR MEAT PREP WALK-IN COOLER TO BE SEVERALY TORN AND WARPED AND NO LONGER EASILY-CLEANABLE. INSTRUCTED TO REPAIR OR REPLACE WEIGHT SCALE COVERS TO ALLOW FOR EASY CLEANING AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED GASKETS AND GLASS DISPLAY COOLER DOOR FRAMES MISISNG OR IN POOR REPAIR IN SEVERAL DISPLAY COOLERS THROUGHOUT THE FISH AND MEAT DELI AREAS. INSTRUCTED TO REPAIR OR REPLACE GASKETS AND GLASS DOOR FRAMES AND MAINTAIN ALL EQUIPMENT IN GOOD REPAIR AND PROPER ADJUSTMENT. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED FLOOR-MOUNTED DRAIN GRATE AT THE DELI SERVICE AREA TO BE CRACKED AND IN POOR REPAIR. INSTRUCTED TO REPAIR OR REPLACE FLOOR-MOUNTED DRAIN GRATE AT THE DELI SERVICE AREA AND MAINTAIN ALL PLUMBING FIXTURES IN GOOD REPAIR.",41.809629768022,-87.6457075651288,FAIRPLAY FOODS,4640 S HALSTED ST,True,False,True,POINT (-87.6457075651288 41.809629768022),60.0,NEW CITY,134636963.254,61.0,61.0,48133.595961,,,,,
"Jola & Hetman Deli, Ltd.",5513 W Belmont Ave,CHICAGO,IL,60641.0,2025-04-07,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11 OBSERVED AN EXCESSIVE AMOUNT OF ICE BUILDUP ON THE INTERIOR OF ALL REACH IN PREP FREEZERS THROUGHOUT PREMISES. MUST REMOVE EXCESS ICE, DETAIL CLEAN, AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 OBSERVED EXPOSED HANDWASHING SINK SLOWLY IN REAR PREP ARE TO BE SLOW DRAINING. INSTRUCTED TO CORRECT ISSUE AND MAINTAIN AT ALL TIMES. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE FOR PROPER DISPOSAL OF SANITARY NAPKINS IN ALL-GENDER WASHROOM. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED EXPIRED FOOD HANDLER CERTIFICATES FOR ALL FOOD HANDLING EMPLOYEES. INSTRUCTED TO UPDATE AND MAINTAIN RECORDS AT ALL TIMES.",41.9384895513741,-87.764577225216,JOLA HETMAN DELI LTD,5513 W BELMONT AVE,True,False,True,POINT (-87.764577225216 41.9384895513741),18.0,BELMONT CRAGIN,109099414.689,19.0,19.0,43311.707379,,,,,
Heart Of Middle East Mart Inc.,3526 N Halsted St,CHICAGO,IL,60657.0,2025-04-04,Pass,,41.9462132276784,-87.6495991200709,HEART OF MIDDLE EAST MART INC,3526 N HALSTED ST,True,False,False,POINT (-87.6495991200709 41.9462132276784),5.0,LAKE VIEW,87214799.2728,6.0,6.0,51973.0968677,,,,,
Dollar General Store #25059,1425 E 71St St,CHICAGO,IL,60619.0,2025-04-04,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: MUST PROVIDE A VOMIT/DIARRHEA KIT PER CITY CODE.  PRIORITY VIOLATION 7-38-005 NO CITATION ISSUED | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: NO HOT WATER ON THE PREMISES. INSTRUCTED TO PROVIDE HOT WATER PER THE CITY CODE AND MAINTAIN.  PRIORITY 7-38-030(c) NO CITATION ISSUED | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OUTSIDE DUMPSTER AREA NOT MAINTAINED. MASSIVE AMOUNTS OF LARGE DEBRIS ON TOP OF AND OVERFLOWING FROM THE RECEPTACLE. LITTER/DEBRIS ON THE GROUND AROUND THE CONTAINER. INSTRUCTED TO CLEAN AND MAINTAIN THE AREA.  PRIORITY FOUNDATION 7-38-020(b) NO CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: SIDE AND 2ND FL STORAGE AREA WALLS NOT FINISHED AND OR DAMAGED. ALSO, DAMAGED WALL ABOVE STOCK SHELVES IN FRONT OF STORE. INSTRUCTED TO FINISH/FIX AND SEAL ALL OPENINGS IN WALLS THROUGHOUT AS NEEDED.  -MUST PROVIDE MISSING WALLBASE TO WALLS ON SIDE STORAGE AREA ON THE FIRST FLOOR AND WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS BEHIND THE COOLER/FREEZERS, IN THE REAR/SIDE AND 2ND FL STORAGE AREA WITH DIRT AND DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN FLOORS THROUGHOUT. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: THE FIRST TOILET ROOM HAS NO WORKING MECHANICAL VENTILATION. INSTRUCTED TO PROVIDE MECHANICAL VENTILATION AND MAINTAIN.",41.7658596705207,-87.5900148847121,DOLLAR GENERAL STORE 25059,1425 E 71ST ST,True,False,True,POINT (-87.5900148847121 41.7658596705207),42.0,SOUTH SHORE,81812716.3958,43.0,43.0,44249.6461173,,,,,
94 Food And Tobacco,7057 S Wentworth Ave,CHICAGO,IL,60621.0,2025-04-04,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WATER STAINED CEILING TILES IN THE TOILET ROOM AND BEHIND FRONT COUNTER. INSTRUCTED TO REPLACE WATER STAINED CEILING TILES AND MAINTAIN.",41.7655849953589,-87.6296287798632,94 FOOD AND TOBACCO,7057 S WENTWORTH AVE,True,False,False,POINT (-87.6296287798632 41.7655849953589),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
F0 Group Llc,30 N La Salle St,CHICAGO,IL,60602.0,2025-04-04,Not Ready,,41.8826946686112,-87.6325314266606,F0 GROUP LLC,30 N LA SALLE ST,True,False,False,POINT (-87.6325314266606 41.8826946686112),31.0,LOOP,46335565.4586,32.0,32.0,39428.6729962,,,,,
Neighborhood Deli-Groc,9001-9003 S Ashland Ave,CHICAGO,IL,60620.0,2025-04-03,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: MUST LABEL SQUEEZE BOTTLES WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST ELEVATE BUCKETS OF FOOD OFF OF FLOOR IN WALK IN COOLER AND STORE ON ADEQUATE SHELVING UNITS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST ELIMINATE CRATES TIED TOGETHER IN WALK IN COOLER AND PROVIDE ADEQUATE SHELVING UNITS FOR FOOD STORAGE TO BE EASILY CLEANABLE.MUST REMOVE RUST FROM EXTERIOR OF REAR REACH IN FREEZER & WALK IN COOLER SHELVING UNITS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN DEBRIS BUILD UP FROM UNUSED EQUIPMENT IN REAR PREP AREA.MUST DEFROST ICE BUILD UP IN REAR REACH IN UPRIGHT FREEZER. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  MUST PROVIDE A SELF CLOSING DEVICE ON TOILET ROOM DOOR LEADING INTO PREP/DISH WASHING AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST REPAIR OR REPLACE DAMAGED FLOOR TILES THROUGHOUT PREMISES AND STAINED CEILING TILES ON SALES FLOOR.",41.730209339333,-87.6627536829885,NEIGHBORHOOD DELIGROC,90019003 S ASHLAND AVE,True,False,True,POINT (-87.6627536829885 41.730209339333),72.0,WASHINGTON HEIGHTS,79635752.8769,73.0,73.0,42222.598163,,,,,
"Kw Food Mart,Inc.",9249-9253 S Halsted St,CHICAGO,IL,60620.0,2025-04-03,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 : MUST REPAIR OR REPLACE STAINED AND DAMAGED CEILING TILES,WALL TILES & WALL BASES,FLOOR TILES THROUGHOUT PREMISES.",41.725487429172,-87.643173591284,KW FOOD MARTINC,92499253 S HALSTED ST,True,False,False,POINT (-87.643173591284 41.725487429172),72.0,WASHINGTON HEIGHTS,79635752.8769,73.0,73.0,42222.598163,,,,,
Moe'S Food & Deli Inc.,3959 W Roosevelt Rd,CHICAGO,IL,60624.0,2025-04-03,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED TO PROVIDE WORKING THERMOMETERS INSIDE COOLING UNITS ON PREMISE. MUST MAINTAIN. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON WALK IN COOLER FLOOR. INSTRUCTED TO PROVIDE ADEQUATE SHELVING UNITS AT LEAST 6 INCHES OFF FLOOR TO PREVENT CONTAMINATION. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED DISPLAY COOLER COTAINING DELI MEAT, MICROWAVE LOCATED IN PREP AREA WITH DRIED DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF EQUIPMENT. NOTED CLEAR STORAGE RACKS USED INSIDE WALK IN COOLER WITH EXCESSIVE DUST AND DIRT BUILD UP. INSTRUCTED TO CLEANAND MAINTAIN",41.8660632606992,-87.7251065164844,MOES FOOD DELI INC,3959 W ROOSEVELT RD,True,False,True,POINT (-87.7251065164844 41.8660632606992),28.0,NORTH LAWNDALE,89487422.0242,29.0,29.0,44959.4596627,,,,,
Avers Express Food Llc,3825 W Chicago Ave,CHICAGO,IL,60651.0,2025-04-03,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  OBSERVED IMPROPER STORAGE OF FOOD ITEMS (SODA POP) STORED ON THE FLOOR IN THE WALK-IN COOLER AND THE REAR OF THE FACILITY. INSTRUCTED TO PROPERLY STORE BY ELEVATING AT LEAST SIX INCHES FROM THE FLOOR ON RAISED SHELVING UNITS.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF-CLOSING DOOR FEATURE ON THE EMPLOYEE WASHROOM DOOR. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED OLD/UNUSED/BROKEN ITEMS THROUGHOUT THE FACILITY. INSTRUCTED TO REMOVE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments:  OBSERVED NO LIGHTS IN THE WALK-IN COOLER. INSTRUCTED TO PROVIDE.",41.8952920844304,-87.7223493894229,AVERS EXPRESS FOOD LLC,3825 W CHICAGO AVE,True,False,True,POINT (-87.7223493894229 41.8952920844304),22.0,HUMBOLDT PARK,100480876.502,23.0,23.0,48583.0643299,,,,,
Handy Spot,200 E 35Th St,CHICAGO,IL,60616.0,2025-04-03,Pass W/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11: OBSERVED NO VOMITING AND DIARRHEA PROCEDURE AND CLEAN-UP KIT ON PREMISES DURING THE INSPECTION. INSTRUCTED TO HAVE SAID PROCEDURE ALONG WITH REQUIRED EQUIPMENT FOR CLEAN-UP.  PRIORITY FOUNDATION VIOLATION 7-38-005, NO CITATION ISSUED | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15: OBSERVED THE FRONT AND REAR ENTRY DOORS WITH SMALL OPENINGS AT THE BOTTOM IN THE MIDDLE OF BOTH MENTIONED DOORS. INSTRUCTED TO RODENT PROOF AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.17: OBSERVED RAW WOOD UTILIZED AS SHELVES IN THE WALK-IN COOLER. INSTRUCTED TO MAKE SURFACES SMOOTH AND EASILY CLEANABLE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 6-501.19: OBSERVED THE TOILET ROOM DOOR NOT SELF CLOSING. INSTRUCTED TO INSTALL A SELF CLOSING DEVICE ON MENTIONED DOOR AND MAINTAIN.",41.8311694823242,-87.6217052088359,HANDY SPOT,200 E 35TH ST,True,False,True,POINT (-87.6217052088359 41.8311694823242),34.0,DOUGLAS,46004621.1581,35.0,35.0,31027.0545098,,,,,
Celina Deli,5089 S Archer Ave,CHICAGO,IL,60632.0,2025-03-27,Pass W/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO VALID CITY OF CHICAGO FOOD SERVICE MANAGER CERTIFICATE ON SITE AT THE INSPECTION. INSTRUCTED PERSON IN CHARGE THAT CERTIFIED MANAGER AS WELL AS VALID ORIGINAL CERTIFICATE MUST BE ON SITE ALL TIMES TCS FOODS (SLICED HAM, KRAUT) ARE BEING PREPARED OR SERVED. PRIORITY FOUNDATION #7-38-012. CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ITEMS STORED ON FLOOR IN REAR DRY STORAGE AREA NEAR WATER HEATER(BUCKETS, CARDBOARD). OBSERVED ITEMS STORED ON FLOOR IN WALK IN COOLER. INSTRUCTED PERSON IN CHARGE TO MAINTAIN ALL ITEMS AT LEAST SIX INCHES FROM THE FLOOR AT ALL TIMES.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED WATER DAMAGED CEILING TILE IN FRONT COUNTER AREA. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN.",41.8008140452698,-87.7284096829351,CELINA DELI,5089 S ARCHER AVE,True,False,True,POINT (-87.7284096829351 41.8008140452698),56.0,ARCHER HEIGHTS,55922505.7212,57.0,57.0,31880.0210295,,,,,
Super Leon,9800 S Avenue L,CHICAGO,IL,60617.0,2025-03-27,Pass,"45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTAMINATION. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED CEILING TILES IN SALES AREA. INSTRUCTED MNAGER TO REPLACE AND MAINTAIN.",41.7176287308732,-87.53663822715,SUPER LEON,9800 S AVENUE L,True,False,False,POINT (-87.53663822715 41.7176287308732),51.0,EAST SIDE,83241728.0493,52.0,52.0,52274.1928493,,,,,
Gopuff,3118 N Harlem Ave,CHICAGO,IL,60634.0,2025-03-27,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11-OBSERVED MISSING CEILING TILE BY REAR PACKAGE AREA ABOVE BEVERAGES. MUST INSTALL CEILING TILE.",41.9369515972434,-87.8068573205792,GOPUFF,3118 N HARLEM AVE,True,False,False,POINT (-87.8068573205792 41.9369515972434),16.0,DUNNING,103595001.175,17.0,17.0,54555.9925337,,,,,
